time	rep	total	spore	total_dil	spor_dil
11400	A	48	28	5	5
11400	B	58	45	5	5
11400	C	47	38	5	5
11400	D	49	26	5	5
11448	A	58	25	5	5
11448	B	58	27	5	5
11448	C	36	41	5	5
11448	D	36	45	5	5
11496	A	56	31	5	5
11496	B	31	47	5	5
11496	C	58	53	5	5
11496	D	51	43	5	5
11544	A	35	37	5	5
11544	B	52	35	5	5
11544	C	57	28	5	5
11544	D	39	31	5	5
11592	A	24	29	5	5
11592	B	25	22	5	5
11592	C	30	21	5	5
11592	D	31	31	5	5
