Replicate	Treatment	Bin	Count
Sim39	LTS-S	0.5	0
Sim40	LTS-S	0.5	0
Sim41	LTS-S	0.5	0
Sim42	LTS-S	0.5	0
Sim43	LTS-S	0.5	0
Sim44	LTS-S	0.5	0
Sim45	LTS-S	0.5	0
Sim46	LTS-S	0.5	0
Sim47	LTS-S	0.5	0
Sim48	LTS-S	0.5	0
Sim49	LTS-S	0.5	0
Sim50	LTS-S	0.5	0
Sim51	LTS-S	0.5	0
Sim52	LTS-S	0.5	0
Sim53	LTS-S	0.5	0
Sim54	LTS-S	0.5	0
Sim55	LTS-S	0.5	0
Sim56	LTS-S	0.5	0
Sim57	LTS-S	0.5	0
Sim58	LTS-S	0.5	0
Sim59	LTS-S	0.5	0
Sim60	LTS-S	0.5	0
Sim61	LTS-S	0.5	0
Sim62	LTS-S	0.5	0
Sim63	LTS-S	0.5	0
Sim64	LTS-S	0.5	0
Sim65	LTS-S	0.5	0
Sim66	LTS-S	0.5	0
Sim67	LTS-S	0.5	0
Sim68	LTS-S	0.5	0
Sim69	LTS-S	0.5	0
Sim70	LTS-S	0.5	0
Sim71	LTS-S	0.5	0
Sim72	LTS-S	0.5	0
Sim73	LTS-S	0.5	0
Sim74	LTS-S	0.5	0
Sim75	LTS-S	0.5	0
Sim76	LTS-S	0.5	0
Sim77	LTS-S	0.5	0
Sim78	LTS-S	0.5	0
Sim79	LTS-S	0.5	0
Sim80	LTS-S	0.5	0
Sim81	LTS-S	0.5	0
Sim82	LTS-S	0.5	0
Sim83	LTS-S	0.5	0
Sim84	LTS-S	0.5	0
Sim85	LTS-S	0.5	0
Sim86	LTS-S	0.5	0
Sim87	LTS-S	0.5	0
Sim88	LTS-S	0.5	0
Sim89	LTS-S	0.5	0
Sim90	LTS-S	0.5	0
Sim91	LTS-S	0.5	0
Sim92	LTS-S	0.5	0
Sim93	LTS-S	0.5	0
Sim94	LTS-S	0.5	0
Sim95	LTS-S	0.5	0
Sim96	LTS-S	0.5	0
Sim97	LTS-S	0.5	0
Sim98	LTS-S	0.5	0
Sim99	LTS-S	0.5	0
Sim100	LTS-S	0.5	0
Sim1	LTS-M	0.02	14
Sim2	LTS-M	0.02	13
Sim3	LTS-M	0.02	18
Sim4	LTS-M	0.02	15
Sim5	LTS-M	0.02	12
Sim6	LTS-M	0.02	12
Sim7	LTS-M	0.02	13
Sim8	LTS-M	0.02	9
Sim9	LTS-M	0.02	13
Sim10	LTS-M	0.02	4
Sim11	LTS-M	0.02	13
Sim12	LTS-M	0.02	11
Sim13	LTS-M	0.02	9
Sim14	LTS-M	0.02	14
Sim15	LTS-M	0.02	8
Sim16	LTS-M	0.02	12
Sim17	LTS-M	0.02	8
Sim18	LTS-M	0.02	8
Sim19	LTS-M	0.02	11
Sim20	LTS-M	0.02	13
Sim21	LTS-M	0.02	11
Sim22	LTS-M	0.02	8
Sim23	LTS-M	0.02	13
Sim24	LTS-M	0.02	17
Sim25	LTS-M	0.02	11
Sim26	LTS-M	0.02	15
Sim27	LTS-M	0.02	7
Sim28	LTS-M	0.02	18
Sim29	LTS-M	0.02	29
Sim30	LTS-M	0.02	8
Sim31	LTS-M	0.02	17
Sim32	LTS-M	0.02	14
Sim33	LTS-M	0.02	8
Sim34	LTS-M	0.02	11
Sim35	LTS-M	0.02	8
Sim36	LTS-M	0.02	7
Sim37	LTS-M	0.02	22
Sim38	LTS-M	0.02	7
Sim39	LTS-M	0.02	10
Sim40	LTS-M	0.02	15
Sim41	LTS-M	0.02	2
Sim42	LTS-M	0.02	17
Sim43	LTS-M	0.02	15
Sim44	LTS-M	0.02	11
Sim45	LTS-M	0.02	9
Sim46	LTS-M	0.02	10
Sim47	LTS-M	0.02	7
Sim48	LTS-M	0.02	19
Sim49	LTS-M	0.02	5
Sim50	LTS-M	0.02	6
Sim51	LTS-M	0.02	12
Sim52	LTS-M	0.02	12
Sim53	LTS-M	0.02	4
Sim54	LTS-M	0.02	10
Sim55	LTS-M	0.02	9
Sim56	LTS-M	0.02	16
Sim57	LTS-M	0.02	12
Sim58	LTS-M	0.02	8
Sim59	LTS-M	0.02	20
Sim60	LTS-M	0.02	15
Sim61	LTS-M	0.02	12
Sim62	LTS-M	0.02	9
Sim63	LTS-M	0.02	6
Sim64	LTS-M	0.02	8
Sim65	LTS-M	0.02	5
Sim66	LTS-M	0.02	12
Sim67	LTS-M	0.02	9
Sim68	LTS-M	0.02	5
Sim69	LTS-M	0.02	15
Sim70	LTS-M	0.02	11
Sim71	LTS-M	0.02	9
Sim72	LTS-M	0.02	8
Sim73	LTS-M	0.02	18
Sim74	LTS-M	0.02	17
Sim75	LTS-M	0.02	7
Sim76	LTS-M	0.02	12
Sim77	LTS-M	0.02	11
Sim78	LTS-M	0.02	8
Sim79	LTS-M	0.02	15
Sim80	LTS-M	0.02	7
Sim81	LTS-M	0.02	12
Sim82	LTS-M	0.02	12
Sim83	LTS-M	0.02	15
Sim84	LTS-M	0.02	14
Sim85	LTS-M	0.02	16
Sim86	LTS-M	0.02	10
Sim87	LTS-M	0.02	12
Sim88	LTS-M	0.02	12
Sim89	LTS-M	0.02	7
Sim90	LTS-M	0.02	7
Sim91	LTS-M	0.02	10
Sim92	LTS-M	0.02	14
Sim93	LTS-M	0.02	14
Sim94	LTS-M	0.02	5
Sim95	LTS-M	0.02	7
Sim96	LTS-M	0.02	26
Sim97	LTS-M	0.02	5
Sim98	LTS-M	0.02	14
Sim99	LTS-M	0.02	4
Sim100	LTS-M	0.02	9
Sim1	LTS-M	0.06	0
Sim2	LTS-M	0.06	0
Sim3	LTS-M	0.06	0
Sim4	LTS-M	0.06	0
Sim5	LTS-M	0.06	0
Sim6	LTS-M	0.06	0
Sim7	LTS-M	0.06	0
Sim8	LTS-M	0.06	0
Sim9	LTS-M	0.06	0
Sim10	LTS-M	0.06	0
Sim11	LTS-M	0.06	0
Sim12	LTS-M	0.06	0
Sim13	LTS-M	0.06	0
Sim14	LTS-M	0.06	0
Sim15	LTS-M	0.06	0
Sim16	LTS-M	0.06	0
Sim17	LTS-M	0.06	0
Sim18	LTS-M	0.06	0
Sim19	LTS-M	0.06	0
Sim20	LTS-M	0.06	0
Sim21	LTS-M	0.06	0
Sim22	LTS-M	0.06	0
Sim23	LTS-M	0.06	0
Sim24	LTS-M	0.06	1
Sim25	LTS-M	0.06	0
Sim26	LTS-M	0.06	0
Sim27	LTS-M	0.06	0
Sim28	LTS-M	0.06	0
Sim29	LTS-M	0.06	0
Sim30	LTS-M	0.06	0
Sim31	LTS-M	0.06	0
Sim32	LTS-M	0.06	0
Sim33	LTS-M	0.06	0
Sim34	LTS-M	0.06	0
Sim35	LTS-M	0.06	0
Sim36	LTS-M	0.06	0
Sim37	LTS-M	0.06	0
Sim38	LTS-M	0.06	0
Sim39	LTS-M	0.06	0
Sim40	LTS-M	0.06	0
Sim41	LTS-M	0.06	0
Sim42	LTS-M	0.06	0
Sim43	LTS-M	0.06	0
Sim44	LTS-M	0.06	0
Sim45	LTS-M	0.06	0
Sim46	LTS-M	0.06	0
Sim47	LTS-M	0.06	0
Sim48	LTS-M	0.06	0
Sim49	LTS-M	0.06	0
Sim50	LTS-M	0.06	0
Sim51	LTS-M	0.06	0
Sim52	LTS-M	0.06	0
Sim53	LTS-M	0.06	0
Sim54	LTS-M	0.06	0
Sim55	LTS-M	0.06	0
Sim56	LTS-M	0.06	0
Sim57	LTS-M	0.06	0
Sim58	LTS-M	0.06	0
Sim59	LTS-M	0.06	0
Sim60	LTS-M	0.06	0
Sim61	LTS-M	0.06	0
Sim62	LTS-M	0.06	0
Sim63	LTS-M	0.06	0
Sim64	LTS-M	0.06	0
Sim65	LTS-M	0.06	0
Sim66	LTS-M	0.06	0
Sim67	LTS-M	0.06	0
Sim68	LTS-M	0.06	0
Sim69	LTS-M	0.06	0
Sim70	LTS-M	0.06	0
Sim71	LTS-M	0.06	0
Sim72	LTS-M	0.06	0
Sim73	LTS-M	0.06	0
Sim74	LTS-M	0.06	0
Sim75	LTS-M	0.06	0
Sim76	LTS-M	0.06	0
Sim77	LTS-M	0.06	0
Sim78	LTS-M	0.06	0
Sim79	LTS-M	0.06	0
Sim80	LTS-M	0.06	0
Sim81	LTS-M	0.06	0
Sim82	LTS-M	0.06	0
Sim83	LTS-M	0.06	0
Sim84	LTS-M	0.06	0
Sim85	LTS-M	0.06	0
Sim86	LTS-M	0.06	0
Sim87	LTS-M	0.06	0
Sim88	LTS-M	0.06	0
Sim89	LTS-M	0.06	0
Sim90	LTS-M	0.06	0
Sim91	LTS-M	0.06	0
Sim92	LTS-M	0.06	0
Sim93	LTS-M	0.06	0
Sim94	LTS-M	0.06	1
Sim95	LTS-M	0.06	0
Sim96	LTS-M	0.06	0
Sim97	LTS-M	0.06	0
Sim98	LTS-M	0.06	0
Sim99	LTS-M	0.06	0
Sim100	LTS-M	0.06	0
Sim1	LTS-M	0.1	0
Sim2	LTS-M	0.1	0
Sim3	LTS-M	0.1	0
Sim4	LTS-M	0.1	0
Sim5	LTS-M	0.1	0
Sim6	LTS-M	0.1	0
Sim7	LTS-M	0.1	0
Sim8	LTS-M	0.1	0
Sim9	LTS-M	0.1	0
Sim10	LTS-M	0.1	0
Sim11	LTS-M	0.1	0
Sim12	LTS-M	0.1	0
Sim13	LTS-M	0.1	0
Sim14	LTS-M	0.1	0
Sim15	LTS-M	0.1	0
Sim16	LTS-M	0.1	0
Sim17	LTS-M	0.1	0
Sim18	LTS-M	0.1	0
Sim19	LTS-M	0.1	0
Sim20	LTS-M	0.1	0
Sim21	LTS-M	0.1	0
Sim22	LTS-M	0.1	0
Sim23	LTS-M	0.1	0
Sim24	LTS-M	0.1	0
Sim25	LTS-M	0.1	0
Sim26	LTS-M	0.1	0
Sim27	LTS-M	0.1	0
Sim28	LTS-M	0.1	0
Sim29	LTS-M	0.1	0
Sim30	LTS-M	0.1	0
Sim31	LTS-M	0.1	0
Sim32	LTS-M	0.1	0
Sim33	LTS-M	0.1	0
Sim34	LTS-M	0.1	0
Sim35	LTS-M	0.1	0
Sim36	LTS-M	0.1	0
Sim37	LTS-M	0.1	0
Sim38	LTS-M	0.1	0
Sim39	LTS-M	0.1	0
Sim40	LTS-M	0.1	0
Sim41	LTS-M	0.1	0
Sim42	LTS-M	0.1	0
Sim43	LTS-M	0.1	0
Sim44	LTS-M	0.1	0
Sim45	LTS-M	0.1	0
Sim46	LTS-M	0.1	0
Sim47	LTS-M	0.1	0
Sim48	LTS-M	0.1	0
Sim49	LTS-M	0.1	0
Sim50	LTS-M	0.1	0
Sim51	LTS-M	0.1	0
Sim52	LTS-M	0.1	0
Sim53	LTS-M	0.1	0
Sim54	LTS-M	0.1	0
Sim55	LTS-M	0.1	0
Sim56	LTS-M	0.1	0
Sim57	LTS-M	0.1	0
Sim58	LTS-M	0.1	0
Sim59	LTS-M	0.1	1
Sim60	LTS-M	0.1	0
Sim61	LTS-M	0.1	0
Sim62	LTS-M	0.1	0
Sim63	LTS-M	0.1	0
Sim64	LTS-M	0.1	0
Sim65	LTS-M	0.1	0
Sim66	LTS-M	0.1	0
Sim67	LTS-M	0.1	0
Sim68	LTS-M	0.1	0
Sim69	LTS-M	0.1	0
Sim70	LTS-M	0.1	0
Sim71	LTS-M	0.1	0
Sim72	LTS-M	0.1	0
Sim73	LTS-M	0.1	0
Sim74	LTS-M	0.1	0
Sim75	LTS-M	0.1	0
Sim76	LTS-M	0.1	0
Sim77	LTS-M	0.1	0
Sim78	LTS-M	0.1	0
Sim79	LTS-M	0.1	0
Sim80	LTS-M	0.1	0
Sim81	LTS-M	0.1	0
Sim82	LTS-M	0.1	0
Sim83	LTS-M	0.1	0
Sim84	LTS-M	0.1	0
Sim85	LTS-M	0.1	0
Sim86	LTS-M	0.1	0
Sim87	LTS-M	0.1	0
Sim88	LTS-M	0.1	0
Sim89	LTS-M	0.1	0
Sim90	LTS-M	0.1	0
Sim91	LTS-M	0.1	0
Sim92	LTS-M	0.1	0
Sim93	LTS-M	0.1	0
Sim94	LTS-M	0.1	0
Sim95	LTS-M	0.1	0
Sim96	LTS-M	0.1	0
Sim97	LTS-M	0.1	0
Sim98	LTS-M	0.1	0
Sim99	LTS-M	0.1	0
Sim100	LTS-M	0.1	0
Sim1	LTS-M	0.14	0
Sim2	LTS-M	0.14	0
Sim3	LTS-M	0.14	0
Sim4	LTS-M	0.14	0
Sim5	LTS-M	0.14	0
Sim6	LTS-M	0.14	0
Sim7	LTS-M	0.14	0
Sim8	LTS-M	0.14	0
Sim9	LTS-M	0.14	0
Sim10	LTS-M	0.14	0
Sim11	LTS-M	0.14	0
Sim12	LTS-M	0.14	0
Sim13	LTS-M	0.14	0
Sim14	LTS-M	0.14	0
Sim15	LTS-M	0.14	0
Sim16	LTS-M	0.14	0
Sim17	LTS-M	0.14	0
Sim18	LTS-M	0.14	0
Sim19	LTS-M	0.14	0
Sim20	LTS-M	0.14	0
Sim21	LTS-M	0.14	0
Sim22	LTS-M	0.14	0
Sim23	LTS-M	0.14	0
Sim24	LTS-M	0.14	0
Sim25	LTS-M	0.14	0
Sim26	LTS-M	0.14	0
Sim27	LTS-M	0.14	0
Sim28	LTS-M	0.14	0
Sim29	LTS-M	0.14	0
Sim30	LTS-M	0.14	0
Sim31	LTS-M	0.14	0
Sim32	LTS-M	0.14	0
Sim33	LTS-M	0.14	0
Sim34	LTS-M	0.14	0
Sim35	LTS-M	0.14	0
Sim36	LTS-M	0.14	0
Sim37	LTS-M	0.14	0
Sim38	LTS-M	0.14	0
Sim39	LTS-M	0.14	0
Sim40	LTS-M	0.14	0
Sim41	LTS-M	0.14	0
Sim42	LTS-M	0.14	0
Sim43	LTS-M	0.14	0
Sim44	LTS-M	0.14	0
Sim45	LTS-M	0.14	0
Sim46	LTS-M	0.14	0
Sim47	LTS-M	0.14	0
Sim48	LTS-M	0.14	0
Sim49	LTS-M	0.14	0
Sim50	LTS-M	0.14	0
Sim51	LTS-M	0.14	0
Sim52	LTS-M	0.14	0
Sim53	LTS-M	0.14	0
Sim54	LTS-M	0.14	0
Sim55	LTS-M	0.14	0
Sim56	LTS-M	0.14	0
Sim57	LTS-M	0.14	0
Sim58	LTS-M	0.14	0
Sim59	LTS-M	0.14	0
Sim60	LTS-M	0.14	0
Sim61	LTS-M	0.14	0
Sim62	LTS-M	0.14	0
Sim63	LTS-M	0.14	0
Sim64	LTS-M	0.14	0
Sim65	LTS-M	0.14	0
Sim66	LTS-M	0.14	0
Sim67	LTS-M	0.14	0
Sim68	LTS-M	0.14	0
Sim69	LTS-M	0.14	0
Sim70	LTS-M	0.14	0
Sim71	LTS-M	0.14	0
Sim72	LTS-M	0.14	0
Sim73	LTS-M	0.14	0
Sim74	LTS-M	0.14	0
Sim75	LTS-M	0.14	0
Sim76	LTS-M	0.14	0
Sim77	LTS-M	0.14	0
Sim78	LTS-M	0.14	0
Sim79	LTS-M	0.14	0
Sim80	LTS-M	0.14	0
Sim81	LTS-M	0.14	0
Sim82	LTS-M	0.14	0
Sim83	LTS-M	0.14	0
Sim84	LTS-M	0.14	0
Sim85	LTS-M	0.14	0
Sim86	LTS-M	0.14	0
Sim87	LTS-M	0.14	0
Sim88	LTS-M	0.14	0
Sim89	LTS-M	0.14	0
Sim90	LTS-M	0.14	0
Sim91	LTS-M	0.14	0
Sim92	LTS-M	0.14	0
Sim93	LTS-M	0.14	0
Sim94	LTS-M	0.14	0
Sim95	LTS-M	0.14	0
Sim96	LTS-M	0.14	0
Sim97	LTS-M	0.14	0
Sim98	LTS-M	0.14	0
Sim99	LTS-M	0.14	0
Sim100	LTS-M	0.14	0
Sim1	LTS-M	0.18	0
Sim2	LTS-M	0.18	0
Sim3	LTS-M	0.18	0
Sim4	LTS-M	0.18	0
Sim5	LTS-M	0.18	0
Sim6	LTS-M	0.18	0
Sim7	LTS-M	0.18	0
Sim8	LTS-M	0.18	0
Sim9	LTS-M	0.18	0
Sim10	LTS-M	0.18	0
Sim11	LTS-M	0.18	0
Sim12	LTS-M	0.18	0
Sim13	LTS-M	0.18	0
Sim14	LTS-M	0.18	0
Sim15	LTS-M	0.18	0
Sim16	LTS-M	0.18	0
Sim17	LTS-M	0.18	0
Sim18	LTS-M	0.18	0
Sim19	LTS-M	0.18	0
Sim20	LTS-M	0.18	0
Sim21	LTS-M	0.18	0
Sim22	LTS-M	0.18	0
Sim23	LTS-M	0.18	0
Sim24	LTS-M	0.18	0
Sim25	LTS-M	0.18	0
Sim26	LTS-M	0.18	0
Sim27	LTS-M	0.18	0
Sim28	LTS-M	0.18	0
Sim29	LTS-M	0.18	0
Sim30	LTS-M	0.18	0
Sim31	LTS-M	0.18	0
Sim32	LTS-M	0.18	0
Sim33	LTS-M	0.18	0
Sim34	LTS-M	0.18	0
Sim35	LTS-M	0.18	0
Sim36	LTS-M	0.18	0
Sim37	LTS-M	0.18	0
Sim38	LTS-M	0.18	0
Sim39	LTS-M	0.18	0
Sim40	LTS-M	0.18	0
Sim41	LTS-M	0.18	0
Sim42	LTS-M	0.18	0
Sim43	LTS-M	0.18	0
Sim44	LTS-M	0.18	0
Sim45	LTS-M	0.18	0
Sim46	LTS-M	0.18	0
Sim47	LTS-M	0.18	0
Sim48	LTS-M	0.18	0
Sim49	LTS-M	0.18	0
Sim50	LTS-M	0.18	0
Sim51	LTS-M	0.18	0
Sim52	LTS-M	0.18	0
Sim53	LTS-M	0.18	0
Sim54	LTS-M	0.18	0
Sim55	LTS-M	0.18	0
Sim56	LTS-M	0.18	0
Sim57	LTS-M	0.18	0
Sim58	LTS-M	0.18	0
Sim59	LTS-M	0.18	0
Sim60	LTS-M	0.18	0
Sim61	LTS-M	0.18	0
Sim62	LTS-M	0.18	0
Sim63	LTS-M	0.18	0
Sim64	LTS-M	0.18	0
Sim65	LTS-M	0.18	0
Sim66	LTS-M	0.18	0
Sim67	LTS-M	0.18	0
Sim68	LTS-M	0.18	0
Sim69	LTS-M	0.18	0
Sim70	LTS-M	0.18	0
Sim71	LTS-M	0.18	0
Sim72	LTS-M	0.18	0
Sim73	LTS-M	0.18	0
Sim74	LTS-M	0.18	0
Sim75	LTS-M	0.18	0
Sim76	LTS-M	0.18	0
Sim77	LTS-M	0.18	0
Sim78	LTS-M	0.18	0
Sim79	LTS-M	0.18	0
Sim80	LTS-M	0.18	0
Sim81	LTS-M	0.18	0
Sim82	LTS-M	0.18	0
Sim83	LTS-M	0.18	0
Sim84	LTS-M	0.18	0
Sim85	LTS-M	0.18	0
Sim86	LTS-M	0.18	0
Sim87	LTS-M	0.18	0
Sim88	LTS-M	0.18	0
Sim89	LTS-M	0.18	0
Sim90	LTS-M	0.18	0
Sim91	LTS-M	0.18	0
Sim92	LTS-M	0.18	0
Sim93	LTS-M	0.18	0
Sim94	LTS-M	0.18	0
Sim95	LTS-M	0.18	0
Sim96	LTS-M	0.18	0
Sim97	LTS-M	0.18	0
Sim98	LTS-M	0.18	0
Sim99	LTS-M	0.18	0
Sim100	LTS-M	0.18	0
Sim1	LTS-M	0.22	0
Sim2	LTS-M	0.22	0
Sim3	LTS-M	0.22	0
Sim4	LTS-M	0.22	0
Sim5	LTS-M	0.22	0
Sim6	LTS-M	0.22	0
Sim7	LTS-M	0.22	0
Sim8	LTS-M	0.22	0
Sim9	LTS-M	0.22	0
Sim10	LTS-M	0.22	0
Sim11	LTS-M	0.22	0
Sim12	LTS-M	0.22	0
Sim13	LTS-M	0.22	0
Sim14	LTS-M	0.22	0
Sim15	LTS-M	0.22	0
Sim16	LTS-M	0.22	0
Sim17	LTS-M	0.22	0
Sim18	LTS-M	0.22	0
Sim19	LTS-M	0.22	0
Sim20	LTS-M	0.22	0
Sim21	LTS-M	0.22	0
Sim22	LTS-M	0.22	0
Sim23	LTS-M	0.22	0
Sim24	LTS-M	0.22	0
Sim25	LTS-M	0.22	0
Sim26	LTS-M	0.22	0
Sim27	LTS-M	0.22	0
Sim28	LTS-M	0.22	0
Sim29	LTS-M	0.22	0
Sim30	LTS-M	0.22	0
Sim31	LTS-M	0.22	0
Sim32	LTS-M	0.22	0
Sim33	LTS-M	0.22	0
Sim34	LTS-M	0.22	0
Sim35	LTS-M	0.22	0
Sim36	LTS-M	0.22	0
Sim37	LTS-M	0.22	0
Sim38	LTS-M	0.22	0
Sim39	LTS-M	0.22	0
Sim40	LTS-M	0.22	0
Sim41	LTS-M	0.22	0
Sim42	LTS-M	0.22	0
Sim43	LTS-M	0.22	0
Sim44	LTS-M	0.22	0
Sim45	LTS-M	0.22	0
Sim46	LTS-M	0.22	0
Sim47	LTS-M	0.22	0
Sim48	LTS-M	0.22	0
Sim49	LTS-M	0.22	0
Sim50	LTS-M	0.22	0
Sim51	LTS-M	0.22	0
Sim52	LTS-M	0.22	0
Sim53	LTS-M	0.22	0
Sim54	LTS-M	0.22	0
Sim55	LTS-M	0.22	0
Sim56	LTS-M	0.22	0
Sim57	LTS-M	0.22	0
Sim58	LTS-M	0.22	0
Sim59	LTS-M	0.22	0
Sim60	LTS-M	0.22	0
Sim61	LTS-M	0.22	0
Sim62	LTS-M	0.22	0
Sim63	LTS-M	0.22	0
Sim64	LTS-M	0.22	0
Sim65	LTS-M	0.22	0
Sim66	LTS-M	0.22	0
Sim67	LTS-M	0.22	0
Sim68	LTS-M	0.22	0
Sim69	LTS-M	0.22	0
Sim70	LTS-M	0.22	0
Sim71	LTS-M	0.22	0
Sim72	LTS-M	0.22	0
Sim73	LTS-M	0.22	0
Sim74	LTS-M	0.22	0
Sim75	LTS-M	0.22	0
Sim76	LTS-M	0.22	0
Sim77	LTS-M	0.22	0
Sim78	LTS-M	0.22	0
Sim79	LTS-M	0.22	0
Sim80	LTS-M	0.22	0
Sim81	LTS-M	0.22	0
Sim82	LTS-M	0.22	0
Sim83	LTS-M	0.22	0
Sim84	LTS-M	0.22	0
Sim85	LTS-M	0.22	0
Sim86	LTS-M	0.22	0
Sim87	LTS-M	0.22	0
Sim88	LTS-M	0.22	0
Sim89	LTS-M	0.22	0
Sim90	LTS-M	0.22	0
Sim91	LTS-M	0.22	0
Sim92	LTS-M	0.22	0
Sim93	LTS-M	0.22	0
Sim94	LTS-M	0.22	0
Sim95	LTS-M	0.22	0
Sim96	LTS-M	0.22	0
Sim97	LTS-M	0.22	0
Sim98	LTS-M	0.22	0
Sim99	LTS-M	0.22	0
Sim100	LTS-M	0.22	0
Sim1	LTS-M	0.26	0
Sim2	LTS-M	0.26	0
Sim3	LTS-M	0.26	0
Sim4	LTS-M	0.26	0
Sim5	LTS-M	0.26	0
Sim6	LTS-M	0.26	0
Sim7	LTS-M	0.26	0
Sim8	LTS-M	0.26	0
Sim9	LTS-M	0.26	0
Sim10	LTS-M	0.26	0
Sim11	LTS-M	0.26	0
Sim12	LTS-M	0.26	0
Sim13	LTS-M	0.26	0
Sim14	LTS-M	0.26	0
Sim15	LTS-M	0.26	0
Sim16	LTS-M	0.26	0
Sim17	LTS-M	0.26	0
Sim18	LTS-M	0.26	0
Sim19	LTS-M	0.26	0
Sim20	LTS-M	0.26	0
Sim21	LTS-M	0.26	0
Sim22	LTS-M	0.26	0
Sim23	LTS-M	0.26	0
Sim24	LTS-M	0.26	0
Sim25	LTS-M	0.26	0
Sim26	LTS-M	0.26	0
Sim27	LTS-M	0.26	0
Sim28	LTS-M	0.26	0
Sim29	LTS-M	0.26	0
Sim30	LTS-M	0.26	0
Sim31	LTS-M	0.26	0
Sim32	LTS-M	0.26	0
Sim33	LTS-M	0.26	0
Sim34	LTS-M	0.26	0
Sim35	LTS-M	0.26	0
Sim36	LTS-M	0.26	0
Sim37	LTS-M	0.26	0
Sim38	LTS-M	0.26	0
Sim39	LTS-M	0.26	0
Sim40	LTS-M	0.26	0
Sim41	LTS-M	0.26	0
Sim42	LTS-M	0.26	0
Sim43	LTS-M	0.26	0
Sim44	LTS-M	0.26	0
Sim45	LTS-M	0.26	0
Sim46	LTS-M	0.26	0
Sim47	LTS-M	0.26	0
Sim48	LTS-M	0.26	0
Sim49	LTS-M	0.26	0
Sim50	LTS-M	0.26	0
Sim51	LTS-M	0.26	0
Sim52	LTS-M	0.26	0
Sim53	LTS-M	0.26	0
Sim54	LTS-M	0.26	0
Sim55	LTS-M	0.26	0
Sim56	LTS-M	0.26	0
Sim57	LTS-M	0.26	0
Sim58	LTS-M	0.26	0
Sim59	LTS-M	0.26	0
Sim60	LTS-M	0.26	0
Sim61	LTS-M	0.26	0
Sim62	LTS-M	0.26	0
Sim63	LTS-M	0.26	0
Sim64	LTS-M	0.26	0
Sim65	LTS-M	0.26	0
Sim66	LTS-M	0.26	0
Sim67	LTS-M	0.26	0
Sim68	LTS-M	0.26	0
Sim69	LTS-M	0.26	0
Sim70	LTS-M	0.26	0
Sim71	LTS-M	0.26	0
Sim72	LTS-M	0.26	0
Sim73	LTS-M	0.26	0
Sim74	LTS-M	0.26	0
Sim75	LTS-M	0.26	0
Sim76	LTS-M	0.26	0
Sim77	LTS-M	0.26	0
Sim78	LTS-M	0.26	0
Sim79	LTS-M	0.26	0
Sim80	LTS-M	0.26	0
Sim81	LTS-M	0.26	0
Sim82	LTS-M	0.26	0
Sim83	LTS-M	0.26	0
Sim84	LTS-M	0.26	0
Sim85	LTS-M	0.26	0
Sim86	LTS-M	0.26	0
Sim87	LTS-M	0.26	0
Sim88	LTS-M	0.26	0
Sim89	LTS-M	0.26	0
Sim90	LTS-M	0.26	0
Sim91	LTS-M	0.26	0
Sim92	LTS-M	0.26	0
Sim93	LTS-M	0.26	0
Sim94	LTS-M	0.26	0
Sim95	LTS-M	0.26	0
Sim96	LTS-M	0.26	0
Sim97	LTS-M	0.26	0
Sim98	LTS-M	0.26	0
Sim99	LTS-M	0.26	0
Sim100	LTS-M	0.26	0
Sim1	LTS-M	0.3	0
Sim2	LTS-M	0.3	0
Sim3	LTS-M	0.3	0
Sim4	LTS-M	0.3	0
Sim5	LTS-M	0.3	0
Sim6	LTS-M	0.3	0
Sim7	LTS-M	0.3	0
Sim8	LTS-M	0.3	0
Sim9	LTS-M	0.3	0
Sim10	LTS-M	0.3	0
Sim11	LTS-M	0.3	0
Sim12	LTS-M	0.3	0
Sim13	LTS-M	0.3	0
Sim14	LTS-M	0.3	0
Sim15	LTS-M	0.3	0
Sim16	LTS-M	0.3	0
Sim17	LTS-M	0.3	0
Sim18	LTS-M	0.3	0
Sim19	LTS-M	0.3	0
Sim20	LTS-M	0.3	0
Sim21	LTS-M	0.3	0
Sim22	LTS-M	0.3	0
Sim23	LTS-M	0.3	0
Sim24	LTS-M	0.3	0
Sim25	LTS-M	0.3	0
Sim26	LTS-M	0.3	0
Sim27	LTS-M	0.3	0
Sim28	LTS-M	0.3	0
Sim29	LTS-M	0.3	0
Sim30	LTS-M	0.3	0
Sim31	LTS-M	0.3	0
Sim32	LTS-M	0.3	0
Sim33	LTS-M	0.3	0
Sim34	LTS-M	0.3	0
Sim35	LTS-M	0.3	0
Sim36	LTS-M	0.3	0
Sim37	LTS-M	0.3	0
Sim38	LTS-M	0.3	0
Sim39	LTS-M	0.3	0
Sim40	LTS-M	0.3	0
Sim41	LTS-M	0.3	0
Sim42	LTS-M	0.3	0
Sim43	LTS-M	0.3	0
Sim44	LTS-M	0.3	0
Sim45	LTS-M	0.3	0
Sim46	LTS-M	0.3	0
Sim47	LTS-M	0.3	0
Sim48	LTS-M	0.3	0
Sim49	LTS-M	0.3	0
Sim50	LTS-M	0.3	0
Sim51	LTS-M	0.3	0
Sim52	LTS-M	0.3	0
Sim53	LTS-M	0.3	0
Sim54	LTS-M	0.3	0
Sim55	LTS-M	0.3	0
Sim56	LTS-M	0.3	0
Sim57	LTS-M	0.3	0
Sim58	LTS-M	0.3	0
Sim59	LTS-M	0.3	0
Sim60	LTS-M	0.3	0
